pubdate,author,title,filename
1553,"Wied, Hermann von.","A brefe and a playne declaratyon of the dewty of maried folkes gathered out of the holy scriptures, and set forth in the almayne tonge by Hermon archbyshop of Colayne, whiche wylled all the housholdes of his flocke to haue the same in their bedchambers as a mirror or glasse dayly to loke in, wherby they might know and do their dewties eche vnto others, and lede a godly, quiet and louing life togethers, and newly translated into ye Englishe tonge by Hans Dekyn.",A03083.xml
1617,N/A,"[The] Drunkards dyall, or, [Go]od Sir, your nose is durty ... to the tune of Riding to Rumford.",A20882.xml
1599,"Pontaymeri, Alexandre de, d. 1618.","A vvomans vvoorth, defended against all the men in the world Proouing them to be more perfect, excellent, and absolute in all vertuous actions, then any man of what qualitie soeuer. Written by one that hath heard much, seene much, but knowes a great deale more.",A01694.xml
1587,Longus.,"Daphnis and Chloe excellently describing the vveight of affection, the simplicitie of loue, the purport of honest meaning, the resolution of men, and disposition of fate, finished in a pastorall, and interlaced with the praises of a most peerlesse preincesse, wonderfull in maiestie, and rare in perfection, celebrated within the same pastorall, and therefore termed by the name of the shepheards holidaie. by Angell Daye. Altior fortuna virtus.",A19965.xml
1550,"Lever, Thomas, 1521-1577.",A sermon preached at Pauls Crosse the xiiii day of December by Thomas Leuer.,A05394.xml
1633,"Wither, George, 1588-1667.","An excellent sonnet: or, The swaines complaint whose cruell doome, it was to love hee knew not whom. To the tune of, Bodkins Galiard.",A12603.xml
1618,"Daborne, Robert, d. 1628.","A sermon preached in the cathedrall church of the citie of Waterford in Febr. 1617. before the Right Honorable the Lord President of Munster, and the state: as also, before Sr William Iones knight, Lord Chiefe Iustice of Ireland, and Gerrard Loder Esquire, one of the iudges of the Common Pleas, the then iustices of assize held in the same place. At which time the charter of the same citie, being by diuers iuries found forfeit, was lastly surrendred. By Robert Daborne chancelor of the said cathedrall church of Waterford.",A19756.xml
1585,"Peele, George, 1556-1596.",The deuice of the pageant borne before the Woolstone Dixi Lord Maior of the citie of London. An. 1585,A09223.xml
1620,Bohemia (Země). Sněm.,"Tvvo letters or embassies The one sent by the states of Bohemia, to the Elector of Saxony: the other from the Popes Holines to the Emperour, concerning the troubles of Germany.",A16303.xml
1610,Counseil for Virginia (England and Wales),"A true and sincere declaration of the purpose and ends of the plantation begun in Virginia of the degrees which it hath receiued; and meanes by which it hath beene aduanced: and the resolution and conclusion of his Maiesties councel of that colony, for the constant and patient prosecution thereof, vntill by the mercies of God it shall retribute a fruitful haruest to the kingdome of heauen, and this common-wealth. Sett forth by the authority of the gouernors and councellors established for that plantation.",A14514.xml
1586,"Mornay, Philippe de, seigneur du Plessis-Marly, 1549-1623.",A necessary discourse concerning the right which the house of Guyze pretendeth to the crowne of France. Faithfully translated out of the French,A02376.xml
1615,"Demetrius, Charles.","Nevves from Gulick and Cleue A true and faithfull relation of the late affaires in the countries of Gulicke, Cleue and Bergh, and what townes haue certainely been taken aswell by Marquesse Spinola, as by Graue Maurice, and how it stands with them in those parts at this present. Seruing also to confute the false relation lately published in English. Together, with Count Henrie of Nassau his very late expeditions in the country of Marck, &c. Faithfully translated out of Dutch by Charles Demetrius, publike notarie of London. Published by authoritie.",A04713.xml
1628,Virgil.,Virgil's Georgicks Englished. by Tho: May Esqr,A14500.xml
1612,"Guillemeau, Jacques, 1550?-1613.","Child-birth or, The happy deliuerie of vvomen VVherein is set downe the gouernment of women. In the time of their breeding childe: of their trauaile, both naturall, and contrary to nature: and of their lying in. Together with the diseases, which happen to women in those times, and the meanes to helpe them. To which is added, a treatise of the diseases of infants, and young children: with the cure of them. Written in French by Iames Guillimeau the French Kings chirurgion.",A02362.xml
1630,"Sibbes, Richard, 1577-1635.","The bruised reede, and smoaking flax Some sermons contracted out of the 12. of Matth. 20. At the desire, and for the good of weaker Christians. By R. Sibbes. D.D.",A12171.xml
1611,"Bolton, Robert, 1572-1631.","A discourse about the state of true happinesse deliuered in certaine sermons in Oxford, and at Pauls Crosse: by Robert Bolton.",A16317.xml
1591,"Broughton, Hugh, 1549-1612.","A treatise of Melchisedek prouing him to be Sem, the father of all the sonnes of Heber, the fyrst king, and all kinges glory: by the generall consent of his owne sonnes, by the continuall iudgement of ages, and by plentifull argumentes of scripture.",A17009.xml
1635,"Taylor, Thomas, 1576-1632.","The principles of Christian practice Containing the institution of a Christian man, in twelve heads of doctrine: which are set downe in the next side. By Thomas Taylor D.D. and late pastor of Aldermanbury London. Perfected by himselfe before his decease.",A68805.xml
1547,"Boorde, Andrew, 1490?-1549.","A compendyous regyment or a dyetary of healthe made in Mountpyllyer, by Andrewe Boorde of physycke doctour, newly corrected and imprynted with dyuers addycyons dedycated to the armypotent Prynce and valyent Lorde Thomas Duke of Northfolke.",A16471.xml
1588,G. D.,"A briefe discouerie of Doctor Allens seditious drifts contriued in a pamphlet written by him, concerning the yeelding vp of the towne of Deuenter, (in Ouerrissel) vnto the king of Spain, by Sir William Stanley. The contentes whereof are particularly set downe in the page following.",A19742.xml
1602,"Philalethes, Andreas.","An ansvvere made by one of our brethren, a secular priest, now in prison, to a fraudulent letter of M. George Blackwels, written to Cardinall Caietane, 1596, in commendation of the Iesuits in England",A09551.xml
1631,Sweden.,"A firme aliance & agreement made betvveene his Ma[ies]tie the King of Svvethland on the one side: and his grace the Duke of Statin and Pomerland on the other side VVherein is shovvne the cause, vvhich moued the King of Swethland to take vp armes to defend the said distressed Duke, and his countries against the horrible oppression, and violence of the Emperours souldiers. Translated out of Dutch into English Anno 1631.",A02404.xml
1632,"Taylor, John, 1580-1653.","Taylor on Thame Isis: or The description of the tvvo famous riuers of Thame and Isis, who being conioyned or combined together, are called Thamisis, or Thames With all the flats, shoares, shelues, sands, weares, stops, riuers, brooks, bournes, streames, rills, riuolets, streamelets, creeks, and whatsoeuer helps the said riuers haue, from their springs or heads, to their falls into the ocean. As also a discouery of the hinderances which doe impeache the passage of boats and barges, betwixt the famous Vniuersity of Oxford, and the city of London.",A13509.xml
1600,"Ovid, 43 B.C.-17 or 18 A.D.",Ouidius Naso his Remedie of love. Translated and intituled to the youth of England,A08667.xml
1625,"Hodson, William, fl. 1625-1640.","The plurisie of sorrovv, let blood in the eye-veine: or, The Muses teares for the death of our late soueraigne, Iames King of England, &c. By Will. Hogson Mag: in Art: Cantab",A68193.xml
1587,"J. F., fl. 1587.","A most breefe manner of instruction, to the principles of Christian religion. By J.F.",A01125.xml
1581,"Boquin, Pierre, d. 1582.","A defence of the olde, and true profession of Christianitie against the new, and counterfaite secte of Iesuites, or fellowship of Iesus: Written in Latine by P. Boquine a Frenchman, borne in Borges, & Professor of Diuinitie, in the Vniuersitie of Heidelberge: Translated into Englishe by T. G. Whereby maye bee perceiued, howe falslye the Iesuites vsurpe the name of Iesus, and how farre off they are, from the thing signified thereby, and what their profession, and purpose is in truth: otherwise then they beare the worlde in hande.",A16459.xml
1528,"Joannes, de Mediolano.","Regimen sanitatis Salerni This boke techyng al people to gouerne them in helthe, is translated out of the Latyne tonge in to englishe by Thomas Paynell. Whiche boke is as profitable [et] as nedefull to be had and redde as any can be to obserue corporall helthe.",A11336.xml
1622,"Taylor, John, 1580-1653.",The water-cormorant his complaint against a brood of land-cormorants. Diuided into fourteene satyres. By Iohn Taylor.,A13521.xml
1620,"Wither, George, 1588-1667.","Exercises vpon the first Psalme Both in prose and verse. By Geo: Wither, of the Societie of Lincolnes Inne.",A15636.xml
1559,England and Wales. Sovereign (1558-1603 : Elizabeth I),"By the Quene. Forasmuche as the tyme wherein common interludes in the Englishe tongue ar wont vsually to be played ... The Quenes Maiestie doth straightly forbyd al maner interludes to be playde eyther openly or priuately, except the same be notified before hande ...",A21593.xml
1548,"Shepherd, Luke, fl. 1548.",The vpcheringe of the messe,A07232.xml
1607,"Lloyd, Lodowick, fl. 1573-1610.",Hilaria: or The triumphant feast for the fift of August,A06138.xml
1608,N/A,"A closet for ladies and gentlevvomen. or, The art of preseruing, conseruing, and candying With the manner hovve to make diuers kinds of syrups: and all kind of banqueting stuffes. Also diuers soueraigne medicines and salues, for sundry diseases.",A19018.xml
1559,England and Wales. Sovereign (1558-1603 : Elizabeth I),"By the Quene. The Quenes hyghnes vpon many great considerations for the benfyte of her common weale, dothe wyyll and straigtlye commaund al maner of persons of what condition soeuer they be ... to absteyne form kyllyng, dressyng, or eatyng of anye fleshe, vpon all such vsuall fastynge dayes ...",A21587.xml
1633,"Farewell, Christopher.","An East-India colation; or a discourse of travels set forth in sundry obseruations, briefe and delightfull; collected by the author in a voyage he made unto the East-Indies, of almost foure yeares continuance. Written by C.F.",A00549.xml
1552,"Copland, William, d. 1568 or 9.","A boke of the propreties of herbes called an herball wherunto is added the time [the] herbes, floures and sedes shold be gathered to be kept the whole yere, wyth the vertue of [the] herbes when they are stilled. Also a generall rule of all maner of herbes drawen out of an auncyent booke of phisyck by W.C.",A03040.xml
1588,"Wither, George, 1540-1605.","A view of the marginal notes of the popish Testament, translated into English by the English fugitiue papists resiant at Rhemes in France. By George Wither",A15622.xml
1612,"Taylor, Thomas, 1576-1632.","A commentarie vpon the Epistle of S. Paul written to Titus. Preached in Cambridge by Thomas Taylor, and now published for the further vse of the Church of God. With three short tables in the end for the easier finding of 1. doctrines, 2. obseruations, 3. questions contained in the same",A13535.xml
1580,"Ovid, 43 B.C.-17 or 18 A.D.",The three first bookes of Ouid de Tristibus translated into English,A08673.xml
1548,"Mardeley, John.","A declaration of thee power of Gods worde concerning the holy supper of the Lord, confutynge all lyers and fals teachers, whych mayntayne theyr maskynge mass inuented agaynst the woorde of God, and the Kynges Maiesties most godly proceadynge compyled anno d[omi]ni M.D.XLVIII",A06886.xml
1571,"Hill, Thomas, b. ca. 1528.","The contemplation of mankinde contayning a singuler discourse after the art of phisiognomie, on all the members and partes of man, as from the heade to the foote, in a more ample maner than hytherto hath beene published of any. In the place next after the chapter of the forehead, hath the phisiognomer added a proper treatise of the signification of sundrie lines seene in most mens foreheads: which in sundrie disputations with a skilfull Iew, he at the last obtayned. ... In the ende is a little treatise added of the signification of moles ... written by a worthie Grecian named Melampus. All which, englished by Thomas Hyll.",A68187.xml
1621,England and Wales. Sovereign (1603-1625 : James I),"By the King, a proclamation declaring His Maiesties pleasure concerning the dissoluing of the present conuention of Parliament",A22267.xml
1638,"Nabbes, Thomas, 1605?-1645?","Covent Garden a pleasant comedie: acted in the yeare, MDCXXXII. By the Queenes Majesties Servants. The author Thomas Nabbes.",A07971.xml
1532,Plutarch.,"The education or bringinge vp of children, translated oute of Plutarche by syr Thomas Eliot knyght",A09790.xml
1587,"Segar, William, Sir, d. 1633.",The blazon of papistes,A11861.xml
1583,"Stubbes, Phillip.","The anatomie of abuses contayning a discouerie, or briefe summarie of such notable vices and imperfections, as now raigne in many Christian countreyes of the worlde: but (especiallie) in a verie famous ilande called Ailgna: together, with most fearefull examples of Gods iudgementes, executed vpon the wicked for the same, aswell in Ailgna of late, as in other places, elsewhere. Verie godly, to be read of all true Christians, euerie where: but most needefull, to be regarded in Englande. Made dialogue-wise, by Phillip Stubbes. Seene and allowed, according to order.",A13086.xml
1636,"Calderwood, David, 1575-1650.","The re-examination of two of the articles abridged: to wit, of the communicants gesture in the act of receaving, eating, and drinking: and The observation of festivall dayes",A17586.xml
1550,"Brenz, Johannes, 1499-1570.","A verye fruitful exposicion vpon the syxte chapter of Saynte Iohn diuided into. x. homelies or sermons: written in Latin by the ryghte excellente clarke Master Iohn Brencius, [and] tra[n]slated into English by Richard Shirrye, Londoner.",A16698.xml
1587,"Laudonnière, René Goulaine de.","A notable historie containing foure voyages made by certayne French captaynes vnto Florida vvherein the great riches and fruitefulnes of the countrey with the maners of the people hitherto concealed are brought to light, written all, sauing the last, by Monsieur Laudonniere, who remained there himselfe as the French Kings lieuetenant a yere and a quarter: newly translated out of French into English by R.H. In the end is added a large table for the better finding out the principall matters contayned in this worke.",A05182.xml
1579,"Lupton, Thomas.","A thousand notable things, of sundry sortes Wherof some are wonderfull, some straunge, some pleasant, diuers necessary, a great sort profitable and many very precious. ...",A68420.xml
1596,Scotland. Sovereign (1567-1625 : James VI),[James be the grace of God ...],A11685.xml
1571,"Digges, Leonard, d. 1571?","A geometrical practise, named Pantometria diuided into three bookes, longimetra, planimetra, and stereometria, containing rules manifolde for mensuration of all lines, superficies and solides: with sundry straunge conclusions both by instrument and without, and also by perspectiue glasses, to set forth the true description or exact plat of an whole region: framed by Leonard Digges gentleman, lately finished by Thomas Digges his sonne. Who hathe also thereunto adioyned a mathematicall treatise of the fiue regulare Platonicall bodies, and their Metamorphosis or transformation into fiue other equilater vniforme solides Geometricall, of his owne inuention, hitherto not mentioned of by any geometricians.",A20458.xml
1591,"Smith, Henry, 1550?-1591.","A preparatiue to mariage The summe whereof was spoken at a contract, and inlarged after. Whereunto is annexed a treatise of the Lords Supper, and another of vsurie. By Henrie Smith.",A12367.xml
1633,"Willet, Andrew, 1562-1621.","Hexapla in Genesin & Exodum: that is, a sixfold commentary upon the two first bookes of Moses, being Genesis and Exodus Wherein these translations are compared together: 1. The Chalde. 2. The Septuagint. 3. The vulgar Latine. 4. Pagnine. 5. Montanus. 6. Iunius. 7. Vatablus. 8. The great English Bible. 9. The Geneva edition. And 10. The Hebrew originall. Together with a sixfold vse of every chapter, shewing 1. The method or argument: 2. The divers readings: 3. The explanation of difficult questions and doubtfull places: 4. The places of doctrine: 5. Places of confutation: 6. Morall observations. In which worke, about three thousand theologicall questions are discussed: above forty authors old and new abridged: and together comprised whatsoever worthy of note, either Mercerus out of the Rabbines, Pererius out of the fathers, or Marloran out of the new writers, have in their learned commentaries collected. By Andrew Willet, minister of the gospell of Iesus Christ.",A15408.xml
1550,"King, William, preacher of the word of God.","Alteracio[n]s of kindoms, for despisi[n]g of god [and] how God defendeth his ...",A72493.xml
1612,"Davies, John, Sir, 1569-1626.","A discouerie of the true causes why Ireland was neuer entirely subdued, nor brought vnder obedience of the crowne of England, vntill the beginning of his Maiesties happie raigne",A67920.xml
1570,"Ascham, Roger, 1515-1568.","The scholemaster or plaine and perfite way of teachyng children, to vnderstand, write, and speake, the Latin tong but specially purposed for the priuate brynging vp of youth in ientlemen and noble mens houses, and commodious also for all such, as haue forgot the Latin tonge ... By Roger Ascham.",A21975.xml
1553,"Tye, Christopher, 1497?-1572.","The Actes of the Apostles, translated into Englyshe metre, and dedicated to the kynges moste excellent maiestye, by Christofer Tye, Doctor in musyke, and one of the gentylmen of hys graces moste honourable chappell, wyth notes to eche chapter, to synge and also to play vpon the lute, very necessarye for studentes after theyr studye, to fyle theyr wyttes, and also for all Christians that cannot synge, to reade the good and Godlye storyes of the lyues of Christ hys Apostles",A16101.xml
1627,"Hampton, William, 1599 or 1600-1677.","A proclamation of vvarre from the Lord of Hosts. Or Englands warning by Israels ruine shewing the miseries like to ensue vpon vs by reason of sinne and securitie. Deliuered in a sermon at Pauls Crosse Iuly the 23. 1626. By William Hampton Master of arts, and preacher of Gods word.",A02612.xml
1573,"Tusser, Thomas, 1524?-1580.","Fiue hundreth points of good husbandry vnited to as many of good huswiferie first deuised, & nowe lately augmented with diuerse approued lessons concerning hopps & gardening, and other needefull matters : together with an abstract before euery moneth, conteining the whole effect of the saide moneth : with a table & a preface in the beginning both necessary to be reade, for the better understandinge of the booke / set forth by Thomas Tusser ...",A14064.xml
1615,"Hamor, Ralph, d. 1626.","A true discourse of the present estate of Virginia and the successe of the affaires there till the 18 of Iune. 1614. Together with a relation of the seuerall English townes and forts, the assured hopes of that countrie and the peace concluded with the Indians. The christening of Powhatans daughter and her mariage with an English-man. Written by Raphe Hamor the yonger, late secretarie in that colony.",A02606.xml
1626,"Laud, William, 1573-1645.","A sermon preached before his Maiestie, on Wednesday the fift of Iuly, at White-hall At the solemne fast then held. By the Bishop of S. Davids. Wm. Laud.",A05169.xml
1595,"Playfere, Thomas, 1561?-1609.","A most excellent and heauenly sermon vpon the 23. chapter of the Gospell by Saint Luke. The text. Luke 23.28. Weepe not for me, but weepe for your selues.",A09753.xml
1546,"Lupset, Thomas, 1495?-1530.",Tho. Lupsets workes,A06460.xml
1594,"Marlowe, Christopher, 1564-1593.","The troublesome raigne and lamentable death of Edward the second, King of England with the tragicall fall of proud Mortimer: as it was sundrie times publiquely acted in the honourable citie of London, by the right honourable the Earle of Pembrooke his seruants. Written by Chri. Marlow Gent.",A07018.xml
1616,"Adams, Thomas, fl. 1612-1653.","Diseases of the soule a discourse diuine, morall, and physicall. By Tho. Adams.",A00777.xml
1534,"Gardynare, Germen.","A letter of a yonge gentylman named mayster Germen Gardynare, wryten to a frend of his, wherin men may se the demeanour [and] heresy of Ioh[a]n Fryth late burned, [and] also the dyspycyo[n]s [and] reasonynge vpon the same, had betwene the same mayster Germen and hym.",A01469.xml
1592,"Smith, Henry, 1550?-1591.",Satans compassing the earth. By Henrie Smith,A12373.xml
1592,"Greene, Robert, 1558?-1592.","A quip for an vpstart courtier: or, A quaint dispute betvveen veluet breeches and cloth-breeches Wherein is plainely set downe the disorders in all estates and trades.",A02160.xml
1599,"Norden, John, 1548-1625?","A prayer for the prosperous proceedings and good successe of the Earle of Essex and his companies, in their present expedition in Ireland against Tyrone and his adherents, rebels there. Fit to be vsed of all loyall subiects, as well in that countrie, as in England. / By Iohn Norden..",A08303.xml
1638,"Baker, Richard, Sir, 1568-1645.","Meditations and disquisitions upon the first Psalme of Dauid Blessed is the man. By Sr. Richard Baker, Knight.",A02148.xml
1604,"Willet, Andrew, 1562-1621.","Thesaurus ecclesiæ: that is, the treasure of the church consisting of the perpetuall intercession and most holy praier of Christ, set forth in the 17. chapter of the Gospel by S. Iohn: which in this treatise is plainly interpreted, with necessarie doctrines enlarged, and fit applications enforced.",A15434.xml
1607,"Heywood, Thomas, d. 1641.",A woman kilde with kindnesse. Written by Tho. Heywood,A03256.xml
1607,"Barnes, Barnabe, 1569?-1609.","The Diuils charter a tragædie conteining the life and death of Pope Alexander the sixt. As it was plaide before the Kings Maiestie, vpon Candlemasse night last: by his Maiesties Seruants. But more exactly reuewed, corrected, and augmented since by the author, for the more pleasure and profit of the reader.",A04539.xml
1607,"Wilkins, George, fl. 1607.",The miseries of inforst mariage As it is now playd by his Maiesties Seruants. By George Wilkins.,A15352.xml
1549,"Latimer, Hugh, 1485?-1555.","The fyrste sermon of Mayster Hughe Latimer, whiche he preached before the Kinges Maiestie wythin his graces palayce at Westminster. M.D.XLIX. the. viii. of March Cu[m] gratia et priuilegio ad imprimendum solum.",A05141.xml
1598,"Luis, de Granada, 1504-1588.","Granados spirituall and heauenlie exercises Deuided into seauen pithie and briefe meditations, for euery day in the vveeke one. Written in Spanish, by the learned and reuerend diuine, F. Lewes of Granado. Since translated into the Latine, Italian French, and the Germaine tongue. And now englished by Francis Meres, Maister of Artes of both Vniuersities, and student in Diuinitie.",A06448.xml
1620,"Rowlands, Samuel, 1570?-1630?",The night-rauen. By S.R.,A11134.xml
1571,"Fulke, William, 1538-1589.","A sermon preached at Hampton Court on Sonday being the 12. day of Nouember, in the yeare of our Lord. 1570. VVherein is plainly proued Babylon to be Rome, both by Scriptures and doctors. Preached by VVilliam Fulke Bacheler of Diuinity, and fellow of S. Iohns Colledge in Cambridge.",A01327.xml
1639,"Abbot, Robert, 1588?-1662?","The young-mans warning-peece, or, A sermon preached at the buriall of William Rogers, apothecary with an history of his sinfull life and woefull death, together with A post-script of the use of examples : dedicated to the young-men of the parish, especially his companions / by Robert Abbot ...",A19568.xml
1576,"Mornay, Philippe de, seigneur du Plessis-Marly, 1549-1623.","The defence of death Contayning a moste excellent discourse of life and death, vvritten in Frenche by Philip de Mornaye Gentleman. And doone into English by E.A.",A07756.xml
1609,"Rowlands, Samuel, 1570?-1630?",The knaue of clubbs,A11120.xml
1580,"Fulke, William, 1538-1589.","T. Stapleton and Martiall (two popish heretikes) confuted, and of their particular heresies detected. By D. Fulke, Master of Pembrooke hall in Cambridge. Done and directed to all those that loue the truth, and hate superstitious vanities. Seene and allowed",A01333.xml
1599,"Smith, Henry, 1550?-1591.",Foure sermons preached by Master Henry Smith. And published by a more perfect copie then heretofore,A12429.xml
1603,"Willet, Andrew, 1562-1621.","A retection, or discouerie of a false detection containing a true defence of two bookes, intituled, Synopsis papismi, and Tetrastylon papisticum, together with the author of them, against diuers pretended vntruths, contradictions, falsification of authors, corruptions of Scripture, obiected against the said bookes in a certaine libell lately published. Wherein the vniust accusations of the libeller, his sophisticall cauils, and vncharitable slaunders are displayed.",A15420.xml
1638,"Heywood, Thomas, d. 1641.","Porta pietatis, or, The port or harbour of piety Exprest in sundry triumphes, pageants, and showes, at the initiation of the Right Honourable Sir Maurice Abbot Knight, into the Majoralty of the famous and farre renowned city London. All the charge and expence of the laborious projects both by water and land, being the sole undertaking of the Right Worshipfull Company of the Drapers. Written by Thomas Heywood.",A03242.xml
1616,"Adams, Thomas, fl. 1612-1653.",A divine herball together with a forrest of thornes In five sermons. ... By Tho. Adams.,A00993.xml
1636,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.","Lucius Annæus Seneca, the philosopher, his booke of the shortnesse of life translated into an English poem.",A11901.xml
1591,"Hunsdon, Henry Carey, Baron, 1526-1596.","The araignment, examination, confession and iudgement of Arnold Cosbye: vvho wilfully murdered the Lord Burke, neere the towne of Wanswoorth, on the 14. day of this present month of Ianuary and was executed the 17. of the same moneth. 1591",A19385.xml
